student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,caffeine_intake,sleep_quality,diet_score,internet_score,part_job_score,stress_proxy,focus_proxy
S2246,24.0,Female,5.702138896696468,2.948176796863642,0.40081016663204355,No,66.67023605350562,3.2029527036074334,Fair,1.9595157227543716,High School,Average,8.035255838546782,No,92.15307326215671,5.038801951399065,2.6,0,0,0,4.7308905186663575,4.762843164368845
S2247,17.0,Female,2.046374221631006,2.2406820754056,3.101304295085489,No,98.06887277785475,5.0958925410998726,Good,4.860972135602972,High School,Average,4.933485537465995,No,56.976772164251976,3.3744786977277457,5.2,1,0,0,3.530833205740533,7.241114851334097
S2248,24.0,Other,2.958687152317103,3.9429966028561663,2.86481003579397,No,67.44586193633876,8.702162982676196,Poor,3.9014641443964475,High School,Good,4.8679559267779595,Yes,56.57980263788265,4.674517727951806,4.9,-1,1,0,4.730096615131231,6.675913011257826
S2249,18.820441901486227,Male,8.3,3.4250766968631563,2.5488463578364087,Yes,86.84660374568024,6.414923244502198,Fair,5.127826784935247,High School,Average,9.111277669201513,No,98.90328815023223,6.401008271515359,5.0,0,0,1,5.569211807864022,4.938042735301542
S2250,19.03818522500348,Female,4.65900818375342,2.506692719641563,1.4636185030096072,No,83.04722779103159,6.046380953928448,Fair,5.971870699515574,High School,Average,1.0495725473947184,No,79.63927042289154,4.2785616482737145,3.7,0,0,0,4.225811625508409,6.074037863098828
S2251,24.0,Female,1.1730316452478586,3.528288369703568,2.5964203835378674,No,96.04504590665482,8.464325508518272,Good,2.8596274179276207,High School,Good,10.0,Yes,55.49907980980127,2.249402769972096,8.6,1,1,0,1.7474377985688474,9.400017050010717
S2252,17.0,Male,4.138781338498432,4.16986896204684,0.06032214519564968,No,69.52134143788922,6.9390864196026,Good,0.8028039420543408,High School,Average,7.8592973652909555,Yes,80.75820049952945,3.14807909446951,5.2,1,0,0,3.6749425926428114,7.131498462905761
S2253,20.04316798917864,Female,1.743562640352975,4.783695453339967,3.223700149803058,No,95.52510646482807,5.034369407488152,Good,3.8509603813175466,Bachelor,Good,5.043109261940257,No,37.57947121456657,2.999597331109809,3.4,1,1,0,4.342894835672025,6.4577617648439025
S2254,18.141679109669525,Female,4.603605737822527,2.6414162233880325,3.0436682089158005,No,87.54387847843303,6.639257487876246,Fair,4.9187265551990595,Bachelor,Poor,6.034631326384031,No,71.19649766808678,3.5765978808813976,4.5,0,-1,0,4.678743535782031,6.473649202818432
S2255,19.86040140819828,Male,2.2007245208682242,3.148144404438203,2.2982877774109665,No,83.05832503573791,4.11321802763049,Fair,6.0,Bachelor,Poor,1.1873499455241612,Yes,48.85628404682452,3.5825159712079433,2.9,0,-1,0,4.8090737359889,5.124794405531007
S2256,20.193023174876803,Female,3.7503748792409226,1.6931872137649933,1.7391441551805293,No,73.68881991864288,7.05094938017922,Fair,2.959841630080219,Master,Poor,9.829513195828886,Yes,80.35225591091607,2.3793334376987625,5.3,0,-1,0,3.935126458144747,7.014993198370393
S2257,20.048356878397644,Female,3.580740387526047,1.0684718981285357,0.3505103305438724,Yes,83.79232096235717,6.201751783530649,Fair,4.070736077887579,High School,Good,3.8980833504685437,No,75.81522018090335,4.629497095874214,4.7,0,1,1,4.218962442541001,6.2892988404668655
S2258,21.918638124247906,Female,2.4679994372872143,0.8292670920233571,1.8796004223879064,No,89.46551397191658,8.610395528849175,Fair,3.9052273906772803,High School,Good,6.276722061707499,No,75.1911182673579,1.435466243089125,6.2,0,1,0,2.482275284648603,8.00388966486024
S2259,19.993563970974197,Male,2.9975855499896267,2.4694066093306875,1.7411359739325871,No,89.53218599042435,4.013152377013586,Fair,3.1242043589705104,Bachelor,Poor,7.027270945389698,No,71.10350686884279,3.083659060615442,3.1,0,-1,0,5.192204476128623,5.472284393767656
S2260,19.064433703510954,Male,4.602960378683187,2.333227221508534,2.3234476703405633,No,74.82879840407432,6.915762177079922,Poor,3.9861922202242415,High School,Good,4.0359823601382585,No,88.11537556864555,5.009294602720226,4.5,-1,1,0,4.621329563896304,6.125713556658852
S2261,24.0,Male,3.365727687792251,1.3885516128345838,0.294100631484851,No,75.12459376884885,6.539645126989175,Poor,0.046412539999792286,Bachelor,Good,7.137528448627219,Yes,71.90498472517429,3.233061233108603,2.4,-1,1,0,4.8387234109283925,6.037798302605871
S2262,22.062175121964387,Other,3.843412346470891,1.3824491973254642,1.2712974008705014,No,80.61021117341662,6.69414844921112,Good,1.9473195074084417,High School,Average,3.2580372889517255,Yes,69.24981714456483,1.2100853290623008,3.9,1,0,0,4.320721356727825,6.374980130887056
S2263,23.893749686793882,Female,3.188512599268014,2.9652819707610103,3.145865193788954,No,82.98268005267309,6.18318188055804,Poor,3.102986352904238,Bachelor,Average,7.834581018964388,Yes,57.2442780566458,2.5850973586872823,5.8,-1,0,0,4.3929838990562455,7.052032319545013
S2264,24.0,Female,2.2560872227644344,3.0684143328308027,1.0615136540907357,No,96.52855239863577,6.9422122266629245,Fair,0.0,Bachelor,Poor,4.310638785678128,No,34.28195062262021,1.1285247757060461,3.4,0,-1,0,5.44566779981286,5.454204428868199
S2265,19.8368503134995,Female,6.529431945834168,0.7694481955491896,1.753197061528191,No,77.1318457919531,6.335414488405381,Good,3.8750364450530514,Master,Average,2.993785803599002,No,99.3304230078128,3.866123415225362,4.9,1,0,0,3.7369019800691365,7.553682504969743
S2266,21.987163959144894,Female,6.168668604497378,3.4812564702558184,2.2835916485341445,No,94.59832651830868,8.120613898968815,Fair,4.901815880380748,Bachelor,Good,8.037565590562066,No,99.62470918568368,5.215365468125273,6.7,0,1,0,3.209523624664586,7.846967195232336
S2267,23.8956845610247,Female,1.8908401376614257,1.6335161652278782,2.7903150520663424,No,95.44134990137124,4.828499367875009,Fair,1.119088262704091,Bachelor,Poor,6.008551730835104,Yes,44.058968419304364,2.9150944783523136,1.7,0,-1,0,6.1899421409255435,4.740149689300932
S2268,23.915116185193003,Female,4.089113844556184,5.372910244235037,0.8891366408182947,No,81.35203928179725,7.054143999426412,Poor,2.975990633883061,,Good,8.213251375587731,Yes,72.50716510577033,3.766127932448187,4.0,-1,1,0,4.421214627986107,6.929466103469483
S2269,19.142651302269655,Female,3.8371086649604234,1.203185217260495,1.8186854772868635,No,85.56297458624884,4.768620294874967,Good,5.903955419093755,High School,Average,7.136460540885175,No,72.20554623267043,2.53725350150522,5.3,1,0,0,3.159625656160354,7.441737332532715
S2270,24.0,Female,5.573044208850333,3.1216663761349945,0.9878331946202127,No,62.91349950927704,6.436668649881762,Fair,3.980109815890992,Bachelor,Average,7.979361469131665,No,82.33531209845336,4.04287870194745,4.3,0,0,0,3.9883806843943215,6.822044972939951
S2271,23.070297569756185,Male,4.3713265938665,4.395316650508234,0.006134947382856405,Yes,100.0,6.1270319844644385,Fair,3.017418593142211,Master,Average,1.839554918613368,No,68.6250324784462,5.02703630776207,3.2,0,0,1,5.925117457297801,5.096898123687994
S2272,23.873941672447316,Female,1.9445943893613502,2.4508584814060184,3.2729307906105998,Yes,92.28604799125615,8.686470222036005,Fair,2.890925891812653,Bachelor,Good,9.965417562104998,No,53.57879373135985,2.8147663713650086,7.1,0,1,1,3.5460461987411693,8.79124122449933
S2273,17.963484890699764,Female,4.36901839931885,3.383838329253477,2.218912371114918,No,82.689445013771,5.404547664581442,Poor,6.0,High School,Average,2.809586567122927,No,64.41338369856085,3.361908641040577,3.7,-1,0,0,4.551371028370441,6.37514760531047
S2274,24.0,Female,3.144138067148556,2.922986990236578,2.116870907879932,No,84.87411438797554,4.6080498021620135,Good,0.9862171538347975,Bachelor,Good,2.126872488727992,Yes,40.10682099417568,3.768570676567518,2.7,1,1,0,4.61338621140806,5.394387465752925
S2275,24.0,Male,4.241932473842685,2.8772651087329337,2.202022520429683,No,73.10396752626704,6.453266293088758,Poor,3.9487712762811356,Bachelor,Poor,1.903406680655768,No,64.84521166386685,2.889294498679369,3.6,-1,-1,0,5.863124910162201,5.29230090716506
S2276,19.26766216811653,Female,2.008692160985148,0.8900029833625576,2.5795055202849384,No,95.5140708627611,6.040020982894412,Good,0.0,High School,Poor,3.985413570874616,No,43.57542772174746,2.8415747980700923,4.1,1,-1,0,4.468947533451031,6.400090237418221
S2277,24.0,Female,1.9287572789287726,1.649376654815104,2.790100020807559,No,96.33289588546104,4.857803475591957,Fair,1.0899839163223202,Bachelor,Poor,6.167029383623804,Yes,43.158051214071406,2.8197825287351477,3.9,0,-1,0,5.188182123604926,5.976136301464235
S2278,20.022163423531868,Male,2.610086964434067,2.254147336345243,0.9128382114393919,No,80.41253744821236,7.045805957820223,Fair,0.0,Master,Good,9.114906010761352,No,71.70484206919248,2.6711613153897726,5.1,0,1,0,3.7512152248462183,7.343347136533707
S2279,20.964326422104893,Female,3.6873727051363256,1.909163955157173,2.3518440852824285,No,73.92484839925262,6.159419742344953,Good,4.702799564981099,Bachelor,Average,8.054557378649633,Yes,82.52119020722745,4.559692395927588,4.5,1,0,0,3.4568940186380517,6.830445974710313
S2280,20.015411284808863,Female,3.3253839121999773,2.280793378413665,0.8413208811723631,No,76.82760149623128,8.646520223989251,Good,5.036054581488921,Bachelor,Poor,9.886720961934788,No,94.87696617777607,2.6642777056251647,7.1,1,-1,0,3.000509225326955,8.502877077021793
S2281,22.98240422230887,Male,2.8954399268200723,2.6617448723790607,1.8055678469162963,No,63.15686127840858,9.048018833203354,Good,6.0,High School,Good,8.069080126047618,No,70.22272515663838,2.309814104256275,8.6,1,1,0,2.031765304983218,9.87571971448562
S2282,18.08171926429484,Female,3.9765431622043548,3.953127215078419,0.8651896083961961,No,77.07943870424124,5.606969225480435,Fair,4.0944785367300645,High School,Poor,8.886766860660593,No,71.70529744498165,4.47419326744262,5.0,0,-1,0,4.356263587578393,6.487038093511794
S2283,24.0,Female,1.9171335023883347,1.6817203486462144,2.78540356328549,No,96.04788239797867,4.992202476850885,Fair,1.041848503270528,Bachelor,Poor,6.0703836852604605,Yes,43.90642676897703,2.9308638942094927,3.7,0,-1,0,5.264560926469671,5.863412891309407
S2284,19.909292905777434,Female,6.9089219330967815,2.7807952796185096,2.3576653838553994,No,97.19231422132856,4.563655770973958,Good,6.0,High School,Average,7.813908508327056,No,99.86033677062653,4.92215823323161,4.5,1,0,0,3.6910507774196857,6.29542700502734
S2285,21.846369093966587,Male,3.423063231935477,5.720279605571199,0.0,No,86.75334334555015,5.275276461028093,Good,5.950693832776735,Bachelor,Poor,6.17187091368292,No,74.5338485069165,5.319747883387503,4.4,1,-1,0,4.543299865326646,5.840059444731668
S2286,22.788092764396072,Female,6.193124932409133,2.7923751014928357,1.0095060613551954,No,84.6674029047507,7.019687770887012,Fair,4.950986291565176,Master,Good,4.028410936104676,No,100.0,4.230289244949792,5.2,0,1,0,3.553669512575099,7.27826714161735
S2287,18.058624726500433,Female,5.100677671854945,2.552132812527971,2.37156821622434,No,90.17509239220324,5.040273012768128,Poor,0.06844427390351533,Master,Good,5.998181657089932,No,80.46229409369593,3.942481043729835,3.5,-1,1,0,5.3749824512453515,5.597400018751639
S2288,22.87266600414264,Female,4.656910511317405,1.8486624279378865,1.6538020799066688,No,68.81191574087369,6.432313024752022,Fair,1.9841228797333523,High School,Average,5.0556950909233915,No,69.04475194742732,4.567295469220397,2.8,0,0,0,5.221379413770332,5.106264331600315
S2289,17.0,Female,2.8448309017524327,1.0346650910576145,2.4522230832526772,Yes,86.12513085352185,6.801980207193559,Poor,0.8544450532554837,High School,Average,5.983560550301545,Yes,64.40684834811196,5.590315276809381,3.0,-1,0,1,6.530617913677346,4.268199489258264
S2290,19.0448439042316,Male,2.8266605007250645,7.051925318415266,2.843811200904895,Yes,85.55413935070095,5.681265931281249,Fair,0.9651431071630727,High School,Good,6.009682458220024,No,49.398767188783886,6.469046097844959,2.3,0,1,1,7.3735260164061,3.437526641949122
S2291,18.287704547562825,Female,4.497766488337002,2.50750282133572,3.0157486067311647,No,87.43043082700747,6.7203469891458205,Fair,4.994506340475308,Bachelor,Poor,6.183848722377353,No,72.8079863071468,3.4586298151561707,5.7,0,-1,0,4.655944439292886,7.1246519958720445
S2292,20.999299386604104,Female,2.5353896013132515,5.393618863501556,3.3165757122501778,No,87.70771751200029,7.803744769043481,Good,0.7984045343593209,High School,Poor,9.15050920593582,No,59.5501951285627,3.2524485442553774,5.2,1,-1,0,4.422281089706143,7.029754228705109
S2293,19.096766007057887,Male,0.0,1.4098498491082165,0.0,No,82.2168594060407,6.814620474087397,Good,5.075626782196682,High School,Good,8.10151145336572,Yes,51.402117723212214,1.1018039241531958,7.2,1,1,0,1.5423351151482902,8.299231923717603
S2294,23.009443515096436,Female,2.3075734189250743,0.35578064419655797,2.008368997751699,No,80.69449382605221,5.888606596928878,Fair,6.0,,Good,1.0358765978039723,Yes,71.49889438147295,2.3701645467283257,3.9,0,1,0,3.9818176612177316,6.7589746292532675
S2295,19.98858764202277,Male,0.2800747605120285,4.122339565033674,1.4497410576786036,No,83.07720031278399,6.211178286189773,Good,0.8619880650754084,High School,Average,2.954944234372384,Yes,26.416073077825548,2.0118261508889916,3.5,1,0,0,4.896331809644288,5.759760233226792
S2296,19.106065998755557,Female,2.226986543217305,3.6271496968092496,3.62804938061128,No,86.6799909337258,7.128731531934213,Fair,5.969877875390885,High School,Average,1.1527534608557939,No,49.70457281808407,2.9084292312700155,6.3,0,0,0,3.7430058094699206,7.522999868572899
S2297,19.966500873417417,Female,3.7156447022730386,1.0791132173908702,0.22931393797649374,Yes,83.93499620353278,6.154543676872724,Fair,3.98964199495059,High School,Good,3.870362322413094,No,77.5551697199544,4.488011646996788,4.5,0,1,1,4.257963558804853,6.564479630488838
S2298,20.030858403382705,Male,3.579795985604618,3.033689147441176,2.681744207844609,No,70.59408120004672,5.543002749088084,Fair,5.095796865646253,High School,Good,7.2539949180275665,No,66.08457066492427,3.1139557786264533,5.3,0,1,0,3.690608728668562,7.06005086485855
S2299,22.037125527356253,Other,3.83273860784145,1.3606702471794407,1.1864120373842084,No,81.22499163149402,6.745355159101484,Good,2.092882013546124,High School,Average,3.1013129556215038,Yes,70.29888254496751,1.2545507109244218,5.8,1,0,0,3.8604000287621276,7.103670071294032
S2300,23.92289903774456,Other,3.040094692062177,4.083002268782413,2.9598278918970555,No,67.83261622404318,8.727381312345264,Poor,4.109178759536196,High School,Good,5.168263663947614,Yes,56.236917788436834,4.695617455421453,6.2,-1,1,0,3.833874975219391,7.010134741061135
S2301,17.1144866227774,Male,3.3282179844747426,1.2586835431244234,2.107528138342713,Yes,88.66016790229955,5.339483120184259,Fair,4.038066561241099,,Average,4.066606367072508,Yes,67.6785080510057,3.884907930746684,3.5,0,0,1,5.100182797482687,5.8047537430782725
S2302,17.0,Male,1.5386356766027882,0.9174003378044103,2.6513375891062387,Yes,83.78835289020317,4.348401117516562,Poor,2.933822429654321,Bachelor,Good,7.982582304362001,No,50.46467551367517,3.6323308688341176,2.8,-1,1,1,5.245996767758079,5.577454406830626
S2303,19.912783248586994,Female,5.029110338099087,2.587496794140996,1.8298179045878615,No,83.63955846267612,6.39888789102974,Fair,5.908125038256235,High School,Average,10.0,No,100.0,4.046802931934397,5.6,0,0,0,3.3633025653522894,7.486393916104626
S2304,23.061915905208988,Male,3.517533986723241,3.949969163847022,2.229474509477768,No,89.7378204148434,6.227615337946093,Fair,1.9290384107558738,Master,Average,4.799628043942051,Yes,66.46233510321,2.396565836299458,3.6,0,0,0,5.057012957152759,5.943058796284671
S2305,22.896312324814623,Male,3.6064436590071978,0.7230115929201201,0.0,No,77.99634718157387,6.666679115326133,Fair,0.9933295001866368,,Average,8.916194313527383,No,81.93225660948755,4.135786767652933,4.3,0,0,0,3.8904200990023745,6.625129765976563
S2306,19.003252245768195,Female,5.301079200449072,1.9139860725158184,3.2548796925982613,No,93.14226246889216,6.042631840285407,Fair,0.9974539108698813,High School,Average,3.972795551877371,Yes,85.52502562436793,4.360197981517221,3.0,0,0,0,5.39012254218056,5.633769219397743
S2307,17.998947622418136,Male,4.628361804018364,3.9611339392138674,0.0,No,83.98143309776734,9.598572609085531,Poor,3.104204554818058,High School,Good,1.8033900594759888,No,84.65800515163609,4.265983550797112,6.6,-1,1,0,4.082229973212254,7.81042437937138
S2308,24.0,Male,3.488638846513318,1.3836251483177562,2.0070117117364137,No,80.23422886505126,7.295136395640943,Fair,0.0,Bachelor,Good,2.0906979795760052,No,61.17745243629009,1.4181554333374582,3.1,0,1,0,4.999293899692308,5.687646746672477
S2309,21.054782537808205,Male,0.05243036945814949,2.3265822525886253,2.888453927076201,No,85.01317284610023,3.83524007950281,Poor,2.79505257967014,,Average,8.180230319061627,No,29.802122371969226,2.495672647157834,2.1,-1,0,0,5.41498458720889,4.884084444091973
S2310,17.997111764445883,Female,7.407272066390792,1.538425306294268,1.2243770224944779,No,94.65998251048974,5.702370051901025,Fair,4.879219046793021,Bachelor,Good,9.756703959645797,Yes,100.0,5.19331449848662,4.5,0,1,0,3.416100427723939,6.745430067126984
S2311,18.094374299504807,Female,4.561631513299707,0.5542602417098748,2.0136344231272423,No,90.22268597774864,4.537182948477215,Poor,0.9011821614207154,High School,Good,7.940843691427559,No,84.62232627444914,3.150391392973681,1.0,-1,1,0,5.508839506175429,5.258504813460596
S2312,19.160436867761742,Male,3.4583706812532045,2.7119261860794217,0.0,No,91.93876361665387,3.870824078952197,Fair,4.901087831696355,,Poor,4.975855717192491,Yes,58.259456852251084,4.739846092898128,1.2,0,-1,0,5.317201826842822,4.499094024084196
S2313,24.0,Male,3.759557153750854,2.7963216110988625,2.0338486373702436,No,82.47808167591819,5.8350301392302155,Good,5.71585986204242,High School,Average,4.045977829044419,No,74.39593829184207,4.377205012784766,3.6,1,0,0,4.077766062604701,6.330247108134369
S2314,24.0,Male,4.251986245766896,2.3351794992525945,1.2422906690665274,No,68.25864601959147,6.090553660734914,Poor,5.1589410881027895,High School,Poor,5.121724571997105,No,80.5643655707255,4.223843645075384,4.5,-1,-1,0,5.042098665548064,5.750988214050077
S2315,19.848607572097134,Female,4.167231310280133,2.6987444355429973,0.08992620060272576,No,88.44411172555128,6.466623072510903,Fair,0.0,Master,Average,8.960297662204985,Yes,87.213061366172,3.209217529379228,3.0,0,0,0,4.393271427481368,5.925195771813024
S2316,23.877080584093477,Male,3.6898014520135476,0.0,3.588727437752046,No,65.68393042439104,9.647264843844091,Fair,2.941896298994946,Bachelor,Average,2.1339548270160034,No,65.84042571867182,2.542295208693906,4.0,0,0,0,4.8955728106228324,7.326982005708113
S2317,17.964775550553743,Female,0.0,4.666034216323662,2.028572881597187,Yes,70.55820594160815,8.716881955167139,Fair,3.0666765443384203,Bachelor,Average,10.0,No,41.93333455096758,2.5263603326108353,5.8,0,0,1,4.644896150231409,7.300456624393482
S2318,17.0,Male,3.1832072081094913,1.7082395738999434,2.9271746375946597,Yes,71.38515049181487,5.547218796817912,Good,0.05971692720043246,Bachelor,Average,2.9141697605518955,Yes,49.96898560998245,4.775325130907278,2.8,1,0,1,5.928192084941902,4.617138492594551
S2319,20.978422581409863,Female,6.951326707705549,2.920106045982692,2.0835257198110395,No,80.08914761922492,5.479848300629403,Fair,0.0,High School,Average,7.032832084363775,No,96.91914024770821,3.904669143908512,2.6,0,0,0,5.5037911621580795,5.595636870305885
S2320,24.0,Male,2.4185082893626095,2.867662537998139,0.6649214454035922,No,99.79828144040141,8.116075539927882,Fair,3.1222079440558783,,Good,1.8201425322072147,No,62.29949166894747,2.4905154773252027,4.6,0,1,0,3.74496987797123,7.307676432065964
S2321,20.06112917919713,Female,3.7439994363620435,1.8927754194076625,2.4881802130935937,No,80.91214090106428,6.640035896116576,Fair,2.107458609863679,Bachelor,Good,4.963755606895538,Yes,59.883210432540764,1.7458777296362258,4.3,0,1,0,4.284674387590617,6.6238560928841155
S2322,22.9918640902642,Female,3.576162333936801,1.4207720581475405,0.4816816818971139,No,89.58049072017876,7.775961878719972,Fair,1.9816277365979917,Bachelor,Good,6.975014028767565,No,80.68712010668573,2.6371227697847357,4.3,0,1,0,3.9894021049957873,7.407219838050764
S2323,23.05614471015611,Female,4.879767340061527,1.2737485825353865,2.8040514321957946,No,80.95459385759418,7.269334137683056,Good,1.0027597856702757,Bachelor,Average,3.913889085796584,No,78.56050500270412,2.273923377705784,3.8,1,0,0,4.531610190132344,6.4869447157119415
S2324,18.00744066824426,Female,0.01338747924328293,2.017121963167545,1.634621749650716,No,82.60255194161137,5.502787672100324,Fair,2.9074669020505723,Bachelor,Average,8.360579202493302,No,56.34442775516794,2.1555185202637466,4.0,0,0,0,3.999428613234407,6.479566297224526
S2325,21.772021329838203,Female,4.803479277220075,3.442859931095216,1.2016562785638965,No,78.22846998052415,7.5027395606380916,Good,0.02556261284211808,High School,Good,4.185308299358983,No,74.6278408976149,1.0801978868059159,5.6,1,1,0,3.9652407132012817,7.017838080243671
S2326,17.0,Male,2.510181979870448,4.230335545034663,1.8540542780363052,Yes,87.87547917977382,4.68111261594731,Fair,1.0229040813025716,Master,Good,1.0284476330585748,No,44.59799831059496,5.338245369095635,1.0,0,1,1,6.7272992512575565,3.3376288636086446
S2327,23.9833715792007,Female,3.6365835847306616,0.8623340440763658,2.3379389873837524,No,100.0,5.715587145925657,Poor,1.950709508167469,Bachelor,Average,3.0608879471825206,No,72.15810117918141,2.537164083066201,3.6,-1,0,0,5.324605263652752,5.796476600469345
S2328,20.86039520816409,Female,1.7379093333410502,3.565630220653623,2.5673370327720426,No,94.29563742992522,6.015441937724957,Good,5.065375052221122,Bachelor,Good,10.0,No,51.93813463640313,3.674738532746406,6.8,1,1,0,2.2078972872548186,8.647327375566359
S2329,18.069234760226202,Male,2.078249582404532,0.17196546849583144,0.453810019314245,No,67.82962367807478,8.067454650323127,Good,4.033572572670477,Bachelor,Average,10.0,Yes,74.32652204701883,1.2121922967906336,6.1,1,0,0,2.4569277734868864,8.032219822236012
S2330,18.176656261893054,Male,3.843095044124275,2.4170511952212603,0.03567169992920639,Yes,91.18359342801854,5.4798670693634755,Good,3.3254153358350518,High School,Poor,1.222401489064522,Yes,59.3349199196744,4.614392773012697,3.1,1,-1,1,5.855438263534575,5.1380068683332425
S2331,19.140651181308886,Male,4.560882964912991,2.9618644990259404,3.563462595511129,No,82.64084793421343,7.6674341546220655,Good,4.9086878116684405,Master,Good,1.1320458203464852,Yes,66.61668656833423,3.8479703411131987,5.2,1,1,0,3.3439267137456983,7.3450316203401735
S2332,19.975367630766844,Female,4.139214582676203,3.45494119017797,3.331907819200613,Yes,77.9973407408643,5.4519827265616785,Poor,3.134984776066073,Bachelor,Average,6.717286067950605,Yes,68.45866737378803,7.167841885484259,3.4,-1,0,1,7.613767527802417,3.3443782467365155
S2333,19.17203721290093,Male,0.0,1.3615591260963777,0.032533036160472574,No,81.20739441716135,6.719436689385102,Good,4.9136849875298205,High School,Good,8.118680928975767,Yes,50.40653590259399,1.0590057378271838,6.3,1,1,0,1.8435685997911198,8.147755979621992
S2334,23.01715696421622,Male,2.8146913807961327,1.5986836650701455,0.2660937556002733,No,92.02480107726345,6.697022249349075,Fair,3.053415181531761,Bachelor,Poor,3.8808740680933997,No,71.19445967519584,2.5808020725191207,4.5,0,-1,0,4.4995776699304715,7.08723150694198
S2335,21.961098601852054,Male,3.49507848122371,3.041613533217217,2.9228691289585265,Yes,85.00400268502146,6.55425699364875,Good,0.0,Master,Average,5.921093548069797,No,58.98933265080371,1.0,5.3,1,0,1,5.235357723502742,6.063188936161157
S2336,17.0,Male,3.0396520654119303,1.6211177831679209,2.9268393930874224,Yes,71.649225216527,5.604916043649507,Good,0.0,Bachelor,Average,3.1397156415769487,Yes,51.77337476008496,4.932461866117113,1.1,1,0,1,6.347637907758561,4.191751870970365
S2337,18.965093493322392,Female,3.619239285479382,3.2557810493730748,2.429364968120166,No,86.15522493212512,7.97444134899954,Poor,2.047806783346447,Bachelor,Good,8.734730924022651,No,75.04802528449783,2.425431908078617,6.5,-1,1,0,3.544560141753651,7.857053457110547
S2338,18.955202463870595,Female,3.461243235488624,2.2653171866584243,2.185585431935586,No,74.95052328995152,6.747489489918415,Fair,3.02429607406166,Bachelor,Poor,5.2438276971227555,Yes,79.8054013322989,2.138561805447243,3.8,0,-1,0,5.266068880604112,5.665274201452678
S2339,18.019666879922383,Female,1.4172070822771154,3.8995757405735776,2.736886399867674,No,78.95669502907612,7.887649320015801,Good,0.0,High School,Poor,8.116367344587648,Yes,41.811947859320256,4.173768410407744,4.9,1,-1,0,4.811499860443263,6.66038552681822
S2340,23.01853103630597,Male,1.7668956072722364,1.681109862375128,0.2504077116902511,No,79.16902026770106,7.041690751896778,Fair,4.95828754256122,High School,Good,1.047512473540754,No,58.21522028494391,1.9863443235662404,4.7,0,1,0,3.4645709309185535,6.7047068882377205
S2341,17.00035152588036,Male,3.952985710522304,2.623053432130212,0.46807822272335287,No,74.30029001036239,3.50263659027049,Fair,0.1495489014562634,Bachelor,Good,3.118720113123496,No,68.46706876337682,4.690180187063611,1.2,0,1,0,5.342609042043137,4.009780087544068
S2342,17.050424838657513,Male,5.252166520044555,2.4954865451091393,2.737999609745615,Yes,82.83071529049289,5.77893564400171,Good,3.1042023973398027,Bachelor,Average,6.163516359180383,Yes,94.62465740387147,7.09024055574852,2.8,1,0,1,6.5293421719457045,3.781428150903546
S2343,22.137406503851842,Female,2.7288962825641696,0.2741507875561305,3.1089014630528866,No,78.7649108315376,6.524004370380408,Good,5.097267077527019,High School,Average,2.031733850547691,No,65.99462972187882,3.7415877138080256,4.1,1,0,0,3.9358483096684815,6.807867763686984
S2344,17.10958327148209,Male,3.44534673493546,4.058805015509298,0.6672047080610664,Yes,86.51994169588777,7.136206425300781,Poor,1.238210346034129,Master,Good,2.110204378004542,No,62.22704456380137,4.272501268459038,3.2,-1,1,1,6.028899539237849,4.8144743249598845
S2345,23.82863538672893,Female,3.4505414302261594,2.913587951552225,0.6209168909248381,No,65.39934015498359,7.899288075293266,Poor,2.823291644576508,High School,Good,1.86049033506616,No,63.59346067255348,5.038862319496171,4.6,-1,1,0,4.564824217587114,6.077315519477894
S2346,17.0,Female,5.265204313057019,1.5652024140340746,0.09052194448475984,Yes,85.95814156271602,6.178257700961072,Good,4.960057223248045,High School,Average,7.115598911081049,No,99.04534755293992,4.8626376785491,4.1,1,0,1,4.223437148433893,6.213580575303352
S2347,19.107825166215374,Male,5.402710952762186,2.1378898329938765,1.702781509137658,No,92.56359085517798,5.208398357559101,Fair,2.003146802688646,High School,Good,5.0865209666682905,No,93.90834669048319,3.8347031166783263,2.9,0,1,0,4.599854618187331,6.146293570799499
S2348,23.84225539766416,Male,2.057373029267446,1.680921502451049,0.2886319379874363,Yes,81.12790987023754,7.183029287243344,Poor,2.9259519251873454,Master,Good,8.204909835881056,Yes,67.42008944614733,2.753802241512882,5.3,-1,1,1,4.388799577640847,7.117848937552097
S2349,21.974060954361555,Female,6.384180915568378,2.723202529267288,0.2925517243620077,Yes,78.34429669151663,5.960365114219132,Good,0.0126454650023614,High School,Average,7.024793569693327,No,99.3801944296543,5.45092772944108,3.4,1,0,1,5.649963472540334,5.227902091074751
S2350,23.864963135208928,Male,5.110364083162208,0.4923549366752981,1.3805760988681555,No,88.77562740198078,4.10199329313031,Good,4.131751755094379,Bachelor,Average,8.043627331210649,No,100.0,3.6007939931889834,4.7,1,0,0,3.549285223657502,6.663989409181495
S2351,19.792042492232454,Female,2.187998248870612,1.5855309397132176,1.698690085220356,Yes,85.14023990904761,5.525364012267653,Fair,1.0111726231701816,High School,Average,8.868542316700626,No,55.856345239070194,4.672602439013186,4.4,0,0,1,4.695762821953637,5.407866521891931
